Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score,Year,Time,Time_in_seconds,Nat_Corrected,Two_Letter_ISO,Flag_Datawrapper,Country_Name,Gender
48,2:07:39,,Tesfaye ABERA,31 MAR 1992,ETH,8,,Amsterdam (NED),15 OCT 2017,1200,2017,0 days 02:07:39,7659,ETH,et,:et:,Ethiopia,F
50,2:07:41,,Bedan KAROKI,21 AUG 1990,KEN,3,,London (GBR),23 APR 2017,1199,2017,0 days 02:07:41,7661,KEN,ke,:ke:,Kenya,F
51,2:07:42,,Abayneh AYELE,04 NOV 1987,ETH,5,,Paris (FRA),09 APR 2017,1199,2017,0 days 02:07:42,7662,ETH,et,:et:,Ethiopia,F
52,2:07:43,,Titus EKIRU,02 JAN 1992,KEN,1,,Sevilla (ESP),19 FEB 2017,1198,2017,0 days 02:07:43,7663,KEN,ke,:ke:,Kenya,F
53,2:07:45,,Abel KIRUI,06 APR 1982,KEN,4,,London (GBR),23 APR 2017,1198,2017,0 days 02:07:45,7665,KEN,ke,:ke:,Kenya,F
54,2:07:46,,Getu FELEKE,28 NOV 1986,ETH,3,,Frankfurt (GER),29 OCT 2017,1198,2017,0 days 02:07:46,7666,ETH,et,:et:,Ethiopia,F
55,2:07:48,,Tariku KINFU,1996,ETH,2,,Sevilla (ESP),19 FEB 2017,1197,2017,0 days 02:07:48,7668,ETH,et,:et:,Ethiopia,F
56,2:08:04,,Sisay LEMMA,12 DEC 1990,ETH,3,,Dubai (UAE),20 JAN 2017,1192,2017,0 days 02:08:04,7684,ETH,et,:et:,Ethiopia,F
57,2:08:06,,Julius TUWEI,26 SEP 1993,KEN,7,,Valencia (ESP),19 NOV 2017,1192,2017,0 days 02:08:06,7686,KEN,ke,:ke:,Kenya,F
58,2:08:09,,Sisay JISA,29 DEC 1982,ETH,4,,Dubai (UAE),20 JAN 2017,1191,2017,0 days 02:08:09,7689,ETH,et,:et:,Ethiopia,F
59,2:08:10,,Bernard Kiprop KIPYEGO,16 JUL 1986,KEN,6,,Tokyo (JPN),26 FEB 2017,1191,2017,0 days 02:08:10,7690,KEN,ke,:ke:,Kenya,F
60,2:08:11,,Saïd AÏT ADDI,29 JUN 1982,MAR,8,,Valencia (ESP),19 NOV 2017,1191,2017,0 days 02:08:11,7691,MAR,ma,:ma:,Morocco,F
61,2:08:12,,Reuben KERIO,02 JUN 1994,KEN,1,,Košice (SVK),01 OCT 2017,1190,2017,0 days 02:08:12,7692,KEN,ke,:ke:,Kenya,F
62,2:08:14,,Yohanes GHEBREGERGIS,01 JAN 1989,ERI,7,,Tokyo (JPN),26 FEB 2017,1190,2017,0 days 02:08:14,7694,ERI,er,:er:,Eritrea,F
62,2:08:14,,Robert KWAMBAI,22 NOV 1985,KEN,3,,Gongju (KOR),15 OCT 2017,1190,2017,0 days 02:08:14,7694,KEN,ke,:ke:,Kenya,F
64,2:08:16,,Abdi NAGEEYE,02 MAR 1989,NED,9,,Amsterdam (NED),15 OCT 2017,1189,2017,0 days 02:08:16,7696,NLD,nl,:nl:,,F
65,2:08:22,,Hiroto INOUE,06 JAN 1993,JPN,8,,Tokyo (JPN),26 FEB 2017,1187,2017,0 days 02:08:22,7702,JPN,jp,:jp:,Japan,F
66,2:08:26,,Kipkemoi KIPSANG,10 OCT 1990,KEN,3,,Sevilla (ESP),19 FEB 2017,1186,2017,0 days 02:08:26,7706,KEN,ke,:ke:,Kenya,F
66,2:08:26,,Aperumoi KACHAPIN,12 JAN 1990,KEN,10,,Amsterdam (NED),15 OCT 2017,1186,2017,0 days 02:08:26,7706,KEN,ke,:ke:,Kenya,F
68,2:08:27,,Lemi BERHANU,13 SEP 1994,ETH,1,,Xiamen (CHN),02 JAN 2017,1186,2017,0 days 02:08:27,7707,ETH,et,:et:,Ethiopia,F
68,2:08:27,,Geoffrey KIRUI,16 FEB 1993,KEN,1,,"Olympic Stadium, London (GBR)",06 AUG 2017,1186,2017,0 days 02:08:27,7707,KEN,ke,:ke:,Kenya,F
70,2:08:29,,Asbel KIPSANG,10 SEP 1993,KEN,6,,Paris (FRA),09 APR 2017,1185,2017,0 days 02:08:29,7709,KEN,ke,:ke:,Kenya,F
71,2:08:32,,Bernard Kiprop KOECH,31 JAN 1988,KEN,9,,Valencia (ESP),19 NOV 2017,1185,2017,0 days 02:08:32,7712,KEN,ke,:ke:,Kenya,F
72,2:08:35,,Stephen MOKOKA,31 JAN 1985,RSA,1,,Shanghai (CHN),12 NOV 2017,1184,2017,0 days 02:08:35,7715,ZAF,za,:za:,,F
73,2:08:36,,Fikre ASSEFA,18 JAN 1989,ETH,2,,Košice (SVK),01 OCT 2017,1184,2017,0 days 02:08:36,7716,ETH,et,:et:,Ethiopia,F
74,2:08:37,,Ayele ABSHERO,28 DEC 1990,ETH,4,,Gongju (KOR),15 OCT 2017,1183,2017,0 days 02:08:37,7717,ETH,et,:et:,Ethiopia,F
75,2:08:38,,Ernest NGENO,20 MAY 1995,KEN,2,,Shanghai (CHN),12 NOV 2017,1183,2017,0 days 02:08:38,7718,KEN,ke,:ke:,Kenya,F
76,2:08:39,,Mark LOKWANAMOI,01 FEB 1988,KEN,5,,Dubai (UAE),20 JAN 2017,1183,2017,0 days 02:08:39,7719,KEN,ke,:ke:,Kenya,F
76,2:08:39,,Samuel Kiplimo KOSGEI,20 JAN 1986,KEN,7,,Paris (FRA),09 APR 2017,1183,2017,0 days 02:08:39,7719,KEN,ke,:ke:,Kenya,F
78,2:08:40,,Albert KORIR,02 MAR 1994,KEN,1,,Wien (AUT),23 APR 2017,1182,2017,0 days 02:08:40,7720,KEN,ke,:ke:,Kenya,F
79,2:08:42,,Ishimael BUSHENDICH,07 JUL 1991,KEN,2,,Wien (AUT),23 APR 2017,1182,2017,0 days 02:08:42,7722,KEN,ke,:ke:,Kenya,F
80,2:08:45,,Tsegaye KEBEDE,15 JAN 1987,ETH,9,,Tokyo (JPN),26 FEB 2017,1181,2017,0 days 02:08:45,7725,ETH,et,:et:,Ethiopia,F
80,2:08:45,,Cosmas BIRECH,21 MAR 1986,KEN,5,,Eindhoven (NED),08 OCT 2017,1181,2017,0 days 02:08:45,7725,KEN,ke,:ke:,Kenya,F
82,2:08:46,,Richard KIPROP,03 APR 1989,KEN,8,,Paris (FRA),09 APR 2017,1181,2017,0 days 02:08:46,7726,KEN,ke,:ke:,Kenya,F
83,2:08:47,,Gebretsadik ABRAHA,16 JUL 1992,ETH,1,,Praha (CZE),07 MAY 2017,1180,2017,0 days 02:08:47,7727,ETH,et,:et:,Ethiopia,F
84,2:08:48,,Bazu WORKU HAYLA,15 SEP 1990,ETH,2,,Praha (CZE),07 MAY 2017,1180,2017,0 days 02:08:48,7728,ETH,et,:et:,Ethiopia,F
85,2:08:51,,Bira SEBOKA,16 NOV 1994,ETH,11,,Amsterdam (NED),15 OCT 2017,1179,2017,0 days 02:08:51,7731,ETH,et,:et:,Ethiopia,F
86,2:08:52,,Victor KIPCHIRCHIR,05 DEC 1987,KEN,7,,Seoul (KOR),19 MAR 2017,1179,2017,0 days 02:08:52,7732,KEN,ke,:ke:,Kenya,F
87,2:08:57,,Jonah CHESUM,05 MAY 1989,KEN,1,,Barcelona (ESP),12 MAR 2017,1178,2017,0 days 02:08:57,7737,KEN,ke,:ke:,Kenya,F
88,2:08:58,,Elisha ROTICH,12 APR 1990,KEN,1,,Chuncheon (KOR),29 OCT 2017,1177,2017,0 days 02:08:58,7738,KEN,ke,:ke:,Kenya,F
89,2:08:59,,Takuya NOGUCHI,02 JUL 1988,JPN,1,,Gold Coast (AUS),02 JUL 2017,1177,2017,0 days 02:08:59,7739,JPN,jp,:jp:,Japan,F
90,2:09:00,,Mekuant AYENEW,24 OCT 1991,ETH,3,,Praha (CZE),07 MAY 2017,1177,2017,0 days 02:09:00,7740,ETH,et,:et:,Ethiopia,F
91,2:09:01,,Robert CHEMOSIN,01 FEB 1989,KEN,4,,Hamburg (GER),23 APR 2017,1177,2017,0 days 02:09:01,7741,KEN,ke,:ke:,Kenya,F
92,2:09:03,,Yuta SHITARA,18 DEC 1991,JPN,6,,Berlin (GER),24 SEP 2017,1176,2017,0 days 02:09:03,7743,JPN,jp,:jp:,Japan,F
93,2:09:04,,Kenneth Mburu MUNGARA,07 SEP 1973,KEN,2,,Gold Coast (AUS),02 JUL 2017,1176,2017,0 days 02:09:04,7744,KEN,ke,:ke:,Kenya,F
94,2:09:05,,Richard SIGEI,11 APR 1985,KEN,3,,Košice (SVK),01 OCT 2017,1175,2017,0 days 02:09:05,7745,KEN,ke,:ke:,Kenya,F
94,2:09:05,,Evans SAMBU,21 AUG 1993,KEN,5,,Gongju (KOR),15 OCT 2017,1175,2017,0 days 02:09:05,7745,KEN,ke,:ke:,Kenya,F
96,2:09:06,,Ezekiel CHEBII,03 JAN 1991,KEN,1,,Otsu (JPN),05 MAR 2017,1175,2017,0 days 02:09:06,7746,KEN,ke,:ke:,Kenya,F
97,2:09:08,,Dominic RUTO,05 MAY 1990,KEN,2,,Roma (ITA),02 APR 2017,1175,2017,0 days 02:09:08,7748,KEN,ke,:ke:,Kenya,F
98,2:09:10,,Ezekiel KEMBOI OMULLO,10 DEC 1987,KEN,3,,Wien (AUT),23 APR 2017,1174,2017,0 days 02:09:10,7750,KEN,ke,:ke:,Kenya,F
98,2:09:10,,Alphonce Felix SIMBU,14 FEB 1992,TAN,5,,London (GBR),23 APR 2017,1174,2017,0 days 02:09:10,7750,TZA,tz,:tz:,,F
100,2:09:11,,Anthony MARITIM,12 NOV 1986,KEN,1,,Linz (AUT),09 APR 2017,1174,2017,0 days 02:09:11,7751,KEN,ke,:ke:,Kenya,F
1,2:04:00,,Eliud KIPCHOGE,05 NOV 1984,KEN,1,,Berlin (GER),27 SEP 2015,1262,2015,0 days 02:04:00,7440,KEN,ke,:ke:,Kenya,F
2,2:04:47,,Wilson Kipsang KIPROTICH,15 MAR 1982,KEN,2,,London (GBR),26 APR 2015,1248,2015,0 days 02:04:47,7487,KEN,ke,:ke:,Kenya,F
3,2:05:21,,Eliud KIPTANUI,06 JUN 1989,KEN,2,,Berlin (GER),27 SEP 2015,1239,2015,0 days 02:05:21,7521,KEN,ke,:ke:,Kenya,F
4,2:05:28,,Lemi BERHANU,13 SEP 1994,ETH,1,,Dubai (UAE),23 JAN 2015,1237,2015,0 days 02:05:28,7528,ETH,et,:et:,Ethiopia,F
5,2:05:49,,Mark KORIR,06 AUG 1988,KEN,1,,Paris (FRA),12 APR 2015,1231,2015,0 days 02:05:49,7549,KEN,ke,:ke:,Kenya,F
6,2:05:50,,Dennis KIMETTO,22 APR 1984,KEN,3,,London (GBR),26 APR 2015,1230,2015,0 days 02:05:50,7550,KEN,ke,:ke:,Kenya,F
7,2:05:52,,Lelisa DESISA,14 JAN 1990,ETH,2,,Dubai (UAE),23 JAN 2015,1230,2015,0 days 02:05:52,7552,ETH,et,:et:,Ethiopia,F
7,2:05:52,,Stephen CHEBOGUT,09 JAN 1985,KEN,1,,Eindhoven (NED),11 OCT 2015,1230,2015,0 days 02:05:52,7552,KEN,ke,:ke:,Kenya,F
9,2:05:58,,Deribe ROBI,26 SEP 1990,ETH,2,,Eindhoven (NED),11 OCT 2015,1228,2015,0 days 02:05:58,7558,ETH,et,:et:,Ethiopia,F
10,2:06:00,,Endeshaw NEGESSE,13 MAR 1988,ETH,1,,Tokyo (JPN),22 FEB 2015,1227,2015,0 days 02:06:00,7560,ETH,et,:et:,Ethiopia,F
10,2:06:00,,Mark Kosgei KIPTOO,21 JUN 1976,KEN,3,,Eindhoven (NED),11 OCT 2015,1227,2015,0 days 02:06:00,7560,KEN,ke,:ke:,Kenya,F
12,2:06:11,,Wilson Loyanae ERUPE,20 NOV 1988,KEN,1,,Seoul (KOR),15 MAR 2015,1224,2015,0 days 02:06:11,7571,KEN,ke,:ke:,Kenya,F
13,2:06:13,,John Nzau MWANGANGI,11 JAN 1990,KEN,1,,Valencia (ESP),15 NOV 2015,1224,2015,0 days 02:06:13,7573,KEN,ke,:ke:,Kenya,F
14,2:06:19,,Moses MOSOP,07 JUL 1985,KEN,1,,Xiamen (CHN),03 JAN 2015,1222,2015,0 days 02:06:19,7579,KEN,ke,:ke:,Kenya,F
14,2:06:19,,Bernard Kiprop KIPYEGO,16 JUL 1986,KEN,1,,Amsterdam (NED),18 OCT 2015,1222,2015,0 days 02:06:19,7579,KEN,ke,:ke:,Kenya,F
16,2:06:26,,Sisay LEMMA,12 DEC 1990,ETH,1,,Frankfurt (GER),25 OCT 2015,1220,2015,0 days 02:06:26,7586,ETH,et,:et:,Ethiopia,F
17,2:06:33,,Stephen KIPROTICH,27 FEB 1989,UGA,2,,Tokyo (JPN),22 FEB 2015,1218,2015,0 days 02:06:33,7593,UGA,ug,:ug:,Uganda,F
17,2:06:33,,Mathew Kipkoech KISORIO,16 MAY 1989,KEN,2,,Valencia (ESP),15 NOV 2015,1218,2015,0 days 02:06:33,7593,KEN,ke,:ke:,Kenya,F
19,2:06:34,,Dickson CHUMBA,27 OCT 1986,KEN,3,,Tokyo (JPN),22 FEB 2015,1218,2015,0 days 02:06:34,7594,KEN,ke,:ke:,Kenya,F
19,2:06:34,,Lani RUTTO,29 MAR 1989,KEN,2,,Frankfurt (GER),25 OCT 2015,1218,2015,0 days 02:06:34,7594,KEN,ke,:ke:,Kenya,F
21,2:06:35,,Feyisa LILESA,01 FEB 1990,ETH,4,,Dubai (UAE),23 JAN 2015,1218,2015,0 days 02:06:35,7595,ETH,et,:et:,Ethiopia,F
22,2:06:41,,Stanley Kipleting BIWOTT,21 APR 1986,KEN,4,,London (GBR),26 APR 2015,1216,2015,0 days 02:06:41,7601,KEN,ke,:ke:,Kenya,F
23,2:06:47,,Abera KUMA,31 AUG 1990,ETH,1,,Rotterdam (NED),12 APR 2015,1214,2015,0 days 02:06:47,7607,ETH,et,:et:,Ethiopia,F
24,2:06:48,,Alfers LAGAT,07 AUG 1986,KEN,3,,Frankfurt (GER),25 OCT 2015,1214,2015,0 days 02:06:48,7608,KEN,ke,:ke:,Kenya,F
25,2:06:54,,Tilahun REGASSA,18 JAN 1990,ETH,2,,Xiamen (CHN),03 JAN 2015,1212,2015,0 days 02:06:54,7614,ETH,et,:et:,Ethiopia,F
26,2:06:59,,Filex Kipchirchir KIPROTICH,07 DEC 1988,KEN,2,,Seoul (KOR),15 MAR 2015,1211,2015,0 days 02:06:59,7619,KEN,ke,:ke:,Kenya,F
27,2:07:07,,Samuel Kiplimo KOSGEI,20 JAN 1986,KEN,1,,Košice (SVK),04 OCT 2015,1209,2015,0 days 02:07:07,7627,KEN,ke,:ke:,Kenya,F
27,2:07:07,,Felix Kipchirchir KANDIE,10 APR 1987,KEN,3,,Valencia (ESP),15 NOV 2015,1209,2015,0 days 02:07:07,7627,KEN,ke,:ke:,Kenya,F
29,2:07:09,,Bazu WORKU HAYLA,15 SEP 1990,ETH,6,,Dubai (UAE),23 JAN 2015,1208,2015,0 days 02:07:09,7629,ETH,et,:et:,Ethiopia,F
30,2:07:14,,Paul LONYANGATA,12 DEC 1992,KEN,1,,Shanghai (CHN),08 NOV 2015,1207,2015,0 days 02:07:14,7634,KEN,ke,:ke:,Kenya,F
31,2:07:16,,Abayneh AYELE,04 NOV 1987,ETH,4,,Eindhoven (NED),11 OCT 2015,1206,2015,0 days 02:07:16,7636,ETH,et,:et:,Ethiopia,F
32,2:07:17,,Lucas Kimeli ROTICH,16 APR 1990,KEN,1,,Hamburg (GER),26 APR 2015,1206,2015,0 days 02:07:17,7637,KEN,ke,:ke:,Kenya,F
33,2:07:18,,Ezekiel CHEBII,03 JAN 1991,KEN,2,,Amsterdam (NED),18 OCT 2015,1205,2015,0 days 02:07:18,7638,KEN,ke,:ke:,Kenya,F
34,2:07:20,,Shumi DECHASA,28 MAY 1989,BRN,4,,Tokyo (JPN),22 FEB 2015,1205,2015,0 days 02:07:20,7640,BRN,bn,:bn:,Brunei Darussalam,F
34,2:07:20,,Lukas Lokobe KANDA,01 JAN 1983,KEN,2,,Paris (FRA),12 APR 2015,1205,2015,0 days 02:07:20,7640,KEN,ke,:ke:,Kenya,F
36,2:07:22,,Peter Kimeli SOME,05 JUN 1990,KEN,5,,Tokyo (JPN),22 FEB 2015,1204,2015,0 days 02:07:22,7642,KEN,ke,:ke:,Kenya,F
37,2:07:25,,Markos GENETI,07 JUN 1984,ETH,6,,Tokyo (JPN),22 FEB 2015,1203,2015,0 days 02:07:25,7645,ETH,et,:et:,Ethiopia,F
38,2:07:26,,Girmay Birhanu GEBRU,27 JAN 1987,ETH,1,,Daegu (KOR),05 APR 2015,1203,2015,0 days 02:07:26,7646,ETH,et,:et:,Ethiopia,F
39,2:07:33,,Seboka Dibaba TOLA,10 NOV 1987,ETH,3,,Paris (FRA),12 APR 2015,1201,2015,0 days 02:07:33,7653,ETH,et,:et:,Ethiopia,F
40,2:07:39,,Masato IMAI,02 APR 1984,JPN,7,,Tokyo (JPN),22 FEB 2015,1200,2015,0 days 02:07:39,7659,JPN,jp,:jp:,Japan,F
41,2:07:40,,Stephen MOKOKA,31 JAN 1985,RSA,2,,Shanghai (CHN),08 NOV 2015,1199,2015,0 days 02:07:40,7660,ZAF,za,:za:,,F
42,2:07:42,,Kaan Kigen ÖZBILEN,15 JAN 1986,KEN,4,,Paris (FRA),12 APR 2015,1199,2015,0 days 02:07:42,7662,KEN,ke,:ke:,Kenya,F
43,2:07:43,,Sammy KITWARA,26 NOV 1986,KEN,6,,London (GBR),26 APR 2015,1198,2015,0 days 02:07:43,7663,KEN,ke,:ke:,Kenya,F
44,2:07:44,,Gilbert Kipruto KIRWA,20 DEC 1985,KEN,5,,Paris (FRA),12 APR 2015,1198,2015,0 days 02:07:44,7664,KEN,ke,:ke:,Kenya,F
45,2:07:46,,Emmanuel MUTAI,12 OCT 1984,KEN,4,,Berlin (GER),27 SEP 2015,1198,2015,0 days 02:07:46,7666,KEN,ke,:ke:,Kenya,F
46,2:07:47,,Jacob Kibet Chulyo KENDAGOR,24 AUG 1984,KEN,3,,Seoul (KOR),15 MAR 2015,1197,2015,0 days 02:07:47,7667,KEN,ke,:ke:,Kenya,F
46,2:07:47,,Ghirmay GHEBRESLASSIE,14 NOV 1995,ERI,2,,Hamburg (GER),26 APR 2015,1197,2015,0 days 02:07:47,7667,ERI,er,:er:,Eritrea,F
48,2:07:54,,Laban Kipngetich KORIR,30 JUN 1985,KEN,6,,Paris (FRA),12 APR 2015,1195,2015,0 days 02:07:54,7674,KEN,ke,:ke:,Kenya,F
49,2:07:56,,Deressa CHIMSA,21 NOV 1976,ETH,7,,Paris (FRA),12 APR 2015,1195,2015,0 days 02:07:56,7676,ETH,et,:et:,Ethiopia,F
50,2:07:57,,Ernest NGENO,20 MAY 1995,KEN,1,,Hengshui (CHN),26 SEP 2015,1194,2015,0 days 02:07:57,7677,KEN,ke,:ke:,Kenya,F
51,2:07:58,,Tsegaye KEBEDE,15 JAN 1987,ETH,8,,Tokyo (JPN),22 FEB 2015,1194,2015,0 days 02:07:58,7678,ETH,et,:et:,Ethiopia,F
52,2:08:02,,Bernard Kiprop KOECH,31 JAN 1988,KEN,3,,Rotterdam (NED),12 APR 2015,1193,2015,0 days 02:08:02,7682,KEN,ke,:ke:,Kenya,F
53,2:08:03,,Birhanu GEDEFA,16 MAR 1984,ETH,1,,"Houston, TX (USA)",18 JAN 2015,1193,2015,0 days 02:08:03,7683,ETH,et,:et:,Ethiopia,F
54,2:08:05,,Dadi Yami GEMEDA,02 APR 1988,ETH,4,,Seoul (KOR),15 MAR 2015,1192,2015,0 days 02:08:05,7685,ETH,et,:et:,Ethiopia,F
54,2:08:05,,Robert CHEMOSIN,01 FEB 1989,KEN,2,,Warszawa (POL),26 APR 2015,1192,2015,0 days 02:08:05,7685,KEN,ke,:ke:,Kenya,F
56,2:08:08,,Japheth KOSGEI,01 JAN 1988,KEN,2,,Košice (SVK),04 OCT 2015,1191,2015,0 days 02:08:08,7688,KEN,ke,:ke:,Kenya,F
57,2:08:09,,Abrha MILAW ASEFA,27 FEB 1988,ETH,3,,Xiamen (CHN),03 JAN 2015,1191,2015,0 days 02:08:09,7689,ETH,et,:et:,Ethiopia,F
58,2:08:11,,Chele DECHASA,13 JUN 1984,ETH,7,,Dubai (UAE),23 JAN 2015,1191,2015,0 days 02:08:11,7691,ETH,et,:et:,Ethiopia,F
58,2:08:11,,Joel Kiplimo KEMBOI,05 JUN 1983,KEN,2,,Gongju (KOR),11 OCT 2015,1191,2015,0 days 02:08:11,7691,KEN,ke,:ke:,Kenya,F
60,2:08:12,,Gebo BURKA,28 AUG 1987,ETH,2,,"Houston, TX (USA)",18 JAN 2015,1190,2015,0 days 02:08:12,7692,ETH,et,:et:,Ethiopia,F
61,2:08:14,,Abraham CHERKOS,23 SEP 1989,ETH,5,,Seoul (KOR),15 MAR 2015,1190,2015,0 days 02:08:14,7694,ETH,et,:et:,Ethiopia,F
62,2:08:16,,Philip KANGOGO,12 DEC 1983,KEN,1,,Barcelona (ESP),15 MAR 2015,1189,2015,0 days 02:08:16,7696,KEN,ke,:ke:,Kenya,F
63,2:08:17,,Edwin KOECH,14 DEC 1987,KEN,5,,Eindhoven (NED),11 OCT 2015,1189,2015,0 days 02:08:17,7697,KEN,ke,:ke:,Kenya,F
64,2:08:18,,Robert KWAMBAI,22 NOV 1985,KEN,4,,Xiamen (CHN),03 JAN 2015,1189,2015,0 days 02:08:18,7698,KEN,ke,:ke:,Kenya,F
64,2:08:18,,Philemon RONO,08 FEB 1991,KEN,4,,Hamburg (GER),26 APR 2015,1189,2015,0 days 02:08:18,7698,KEN,ke,:ke:,Kenya,F
64,2:08:18,,Amanuel MESEL,29 DEC 1990,ERI,4,,Warszawa (POL),26 APR 2015,1189,2015,0 days 02:08:18,7698,ERI,er,:er:,Eritrea,F
64,2:08:18,,Patrick Makau MUSYOKI,02 MAR 1985,KEN,1,,Fukuoka (JPN),06 DEC 2015,1189,2015,0 days 02:08:18,7698,KEN,ke,:ke:,Kenya,F
68,2:08:19,,Limenih GETACHEW,30 APR 1990,ETH,1,,Ljubljana (SLO),25 OCT 2015,1188,2015,0 days 02:08:19,7699,ETH,et,:et:,Ethiopia,F
69,2:08:21,,Stephen CHEMLANY,09 AUG 1982,KEN,2,,Daegu (KOR),05 APR 2015,1188,2015,0 days 02:08:21,7701,KEN,ke,:ke:,Kenya,F
70,2:08:28,,Richard SIGEI,11 APR 1985,KEN,5,,Warszawa (POL),26 APR 2015,1186,2015,0 days 02:08:28,7708,KEN,ke,:ke:,Kenya,F
71,2:08:29,,Elija KEMBOI,10 SEP 1984,KEN,6,,Warszawa (POL),26 APR 2015,1185,2015,0 days 02:08:29,7709,KEN,ke,:ke:,Kenya,F
72,2:08:31,,Getu FELEKE,28 NOV 1986,ETH,2,,Fukuoka (JPN),06 DEC 2015,1185,2015,0 days 02:08:31,7711,ETH,et,:et:,Ethiopia,F
73,2:08:33,,Arne GABIUS,22 MAR 1981,GER,4,,Frankfurt (GER),25 OCT 2015,1184,2015,0 days 02:08:33,7713,DEU,de,:de:,,F
74,2:08:37,,Mulugeta WAMI,17 JUL 1982,ETH,2,,Ljubljana (SLO),25 OCT 2015,1183,2015,0 days 02:08:37,7717,ETH,et,:et:,Ethiopia,F
75,2:08:38,,Gebretsadik ABRAHA,16 JUL 1992,ETH,4,,Valencia (ESP),15 NOV 2015,1183,2015,0 days 02:08:38,7718,ETH,et,:et:,Ethiopia,F
76,2:08:42,,Kenneth Mburu MUNGARA,07 SEP 1973,KEN,1,,Gold Coast (AUS),05 JUL 2015,1182,2015,0 days 02:08:42,7722,KEN,ke,:ke:,Kenya,F
77,2:08:45,,Benjamin KIPLIMO MUTAI,1982,KEN,3,,Daegu (KOR),05 APR 2015,1181,2015,0 days 02:08:45,7725,KEN,ke,:ke:,Kenya,F
77,2:08:45,,Wilson Kwambai CHEBET,12 JUL 1985,KEN,5,,Amsterdam (NED),18 OCT 2015,1181,2015,0 days 02:08:45,7725,KEN,ke,:ke:,Kenya,F
79,2:08:46,,Tebalu ZAWUDE HEYI,02 NOV 1987,ETH,1,,Seoul (KOR),01 NOV 2015,1181,2015,0 days 02:08:46,7726,ETH,et,:et:,Ethiopia,F
80,2:08:49,,Suleiman Kipses SIMOTWO,21 APR 1980,KEN,5,,Frankfurt (GER),25 OCT 2015,1180,2015,0 days 02:08:49,7729,KEN,ke,:ke:,Kenya,F
81,2:08:50,,Evans CHEBET,10 NOV 1988,KEN,2,,Praha (CZE),03 MAY 2015,1180,2015,0 days 02:08:50,7730,KEN,ke,:ke:,Kenya,F
82,2:08:51,,Tesfa WOKNETH,30 SEP 1984,ETH,1,,Marrakech (MAR),25 JAN 2015,1179,2015,0 days 02:08:51,7731,ETH,et,:et:,Ethiopia,F
83,2:08:53,,Ayele ABSHERO,28 DEC 1990,ETH,3,,Gongju (KOR),11 OCT 2015,1179,2015,0 days 02:08:53,7733,ETH,et,:et:,Ethiopia,F
83,2:08:53,,Shura KITATA,09 JUN 1996,ETH,3,,Shanghai (CHN),08 NOV 2015,1179,2015,0 days 02:08:53,7733,ETH,et,:et:,Ethiopia,F
85,2:08:54,,Silah LIMO,01 FEB 1992,KEN,2,,Gold Coast (AUS),05 JUL 2015,1179,2015,0 days 02:08:54,7734,KEN,ke,:ke:,Kenya,F
86,2:08:55,,CyBrian KOTUT,06 JUN 1992,KEN,2,,Milano (ITA),12 APR 2015,1178,2015,0 days 02:08:55,7735,KEN,ke,:ke:,Kenya,F
86,2:08:55,,Evans Kipkosgei RUTO,14 JAN 1984,KEN,3,,Gold Coast (AUS),05 JUL 2015,1178,2015,0 days 02:08:55,7735,KEN,ke,:ke:,Kenya,F
88,2:08:56,,Samuel MWANIKI,15 AUG 1984,KEN,2,,Marrakech (MAR),25 JAN 2015,1178,2015,0 days 02:08:56,7736,KEN,ke,:ke:,Kenya,F
88,2:08:56,,John Kemboi CHERUIYOT,05 JUL 1990,KEN,6,,Frankfurt (GER),25 OCT 2015,1178,2015,0 days 02:08:56,7736,KEN,ke,:ke:,Kenya,F
88,2:08:56,,Satoru SASAKI,16 OCT 1985,JPN,3,,Fukuoka (JPN),06 DEC 2015,1178,2015,0 days 02:08:56,7736,JPN,jp,:jp:,Japan,F
91,2:08:59,,Samuel RUTTO,1994,KEN,3,,Ljubljana (SLO),25 OCT 2015,1177,2015,0 days 02:08:59,7739,KEN,ke,:ke:,Kenya,F
92,2:09:00,,Ishimael BUSHENDICH,07 JUL 1991,KEN,1,,Toronto (CAN),18 OCT 2015,1177,2015,0 days 02:09:00,7740,KEN,ke,:ke:,Kenya,F
93,2:09:01,,Gideon Kipkemoi KIPKETER,10 NOV 1992,KEN,2,,Seoul (KOR),01 NOV 2015,1177,2015,0 days 02:09:01,7741,KEN,ke,:ke:,Kenya,F
94,2:09:05,,Felix KENY,25 DEC 1985,KEN,1,,Gunsan (KOR),12 APR 2015,1175,2015,0 days 02:09:05,7745,KEN,ke,:ke:,Kenya,F
95,2:09:07,,Debebe TOLOSSA,1980,ETH,3,,"Houston, TX (USA)",18 JAN 2015,1175,2015,0 days 02:09:07,7747,ETH,et,:et:,Ethiopia,F
96,2:09:08,,Samuel NDUNGU,04 APR 1988,KEN,1,,Otsu (JPN),01 MAR 2015,1175,2015,0 days 02:09:08,7748,KEN,ke,:ke:,Kenya,F
96,2:09:08,,Philemon Gitia BAARU,20 MAY 1981,KEN,3,,Milano (ITA),12 APR 2015,1175,2015,0 days 02:09:08,7748,KEN,ke,:ke:,Kenya,F
