Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
62,2:29:56,,Olga KOVPOTINA,10 JAN 1968,RUS,5,,Paris (FRA),04 APR 2004,1133
63,2:29:57,,Jennifer RHINES,01 JUL 1974,USA,3,,St. Louis (USA),03 APR 2004,1133
64,2:29:58,,Yanyan DAI,08 JAN 1980,CHN,3,,Beijing (CHN),17 OCT 2004,1133
65,2:30:07,,Annemette JENSEN,11 APR 1972,DEN,1,,Zürich (SUI),04 APR 2004,1131
66,2:30:11,,Fumi MURATA,13 MAR 1975,JPN,5,,Nagoya (JPN),14 MAR 2004,1131
67,2:30:15,,Takami OMINAMI,15 NOV 1975,JPN,6,,Nagoya (JPN),14 MAR 2004,1130
67,2:30:15,,Yelena BURYKINA,07 MAY 1972,RUS,3,,Rotterdam (NED),04 APR 2004,1130
69,2:30:16,,Maya NISHIO,19 DEC 1978,JPN,7,,Nagoya (JPN),14 MAR 2004,1130
70,2:30:17,,Tetyana POZDNYAKOVA,04 MAR 1956,UKR,1,,"Los Angeles, CA (USA)",07 MAR 2004,1130
71,2:30:19,,Kyung-hee CHOI,13 SEP 1981,KOR,4,,Seoul (KOR),14 MAR 2004,1129
72,2:30:21,,Derartu TULU,21 MAR 1972,ETH,8,,"Chicago, IL (USA)",10 OCT 2004,1129
73,2:30:32,,Blake PHILLIPS-RUSSELL,24 JUL 1975,USA,4,,St. Louis (USA),03 APR 2004,1127
74,2:30:34,,Margaret Karie TOROITICH,29 DEC 1979,KEN,1,,Ostende (BEL),02 OCT 2004,1127
75,2:30:36,,Beáta RAKONCZAI,25 JUN 1977,HUN,6,,Paris (FRA),04 APR 2004,1127
76,2:30:40,,Lidia ŞIMON,04 SEP 1973,ROU,2,,Wien (AUT),16 MAY 2004,1126
77,2:30:43,,Beatriz ROS,12 MAY 1974,ESP,7,,Paris (FRA),04 APR 2004,1126
78,2:30:50,,Magdalena LEWY-BOULET,01 AUG 1973,USA,5,,St. Louis (USA),03 APR 2004,1124
79,2:30:53,,Lyudmila KORCHAGINA,26 JUL 1971,RUS,1,,Ottawa (CAN),30 MAY 2004,1124
80,2:31:07,,Harumi HIROYAMA-SUZUKI,02 SEP 1968,JPN,5,,Osaka (JPN),25 JAN 2004,1122
81,2:31:15,,Olivera JEVTIĆ,24 JUL 1977,SCG,6,,"Olympic Stadium, Athina (GRE)",22 AUG 2004,1120
81,2:31:15,,Caroline Cheptanui KILEL,21 MAR 1981,KEN,1,,Palermo (ITA),21 NOV 2004,1120
83,2:31:18,,Ryoko KITAJIMA-EDA,12 JUN 1976,JPN,6,,Osaka (JPN),25 JAN 2004,1120
84,2:31:21,,Fenjin LI,11 FEB 1983,CHN,6,,Xiamen (CHN),27 MAR 2004,1119
85,2:31:23,,Nadja WIJENBERG,02 APR 1964,NED,1,,Enschede (NED),16 MAY 2004,1119
86,2:31:47,,Renata PARADOWSKA-SOBIESAK,14 JUN 1970,POL,7,,Osaka (JPN),25 JAN 2004,1115
86,2:31:47,,Valentina YEGOROVA,16 FEB 1964,RUS,2,,Nagano (JPN),11 APR 2004,1115
88,2:31:53,,Heather HANSCOM,16 NOV 1977,USA,6,,St. Louis (USA),03 APR 2004,1114
88,2:31:53,,Gloria MARCONI,31 MAR 1968,ITA,2,,Milano (ITA),28 NOV 2004,1114
90,2:32:04,,Claudia DREHER,02 MAY 1971,GER,1,,Köln (GER),12 SEP 2004,1112
91,2:32:05,,Yong-Ok JONG,24 JAN 1981,PRK,7,,Xiamen (CHN),27 MAR 2004,1112
92,2:32:06,,Viktoriya KLIMINA,01 MAR 1976,RUS,3,,St. Paul (USA),03 OCT 2004,1112
93,2:32:07,,Gete WAMI,11 DEC 1974,ETH,8,,Tokyo (JPN),21 NOV 2004,1112
94,2:32:14,,Jin-suk CHANG,10 JAN 1983,KOR,1,,Jeonju (KOR),01 JAN 2004,1111
95,2:32:15,,Takako KOTORIDA,02 APR 1977,JPN,8,,Osaka (JPN),25 JAN 2004,1111
96,2:32:16,,Jennifer Chesinon LINGAKWIANG,06 AUG 1982,KEN,1,,Bruxelles (BEL),10 OCT 2004,1110
97,2:32:17,,Larisa MALIKOVA,02 APR 1969,RUS,3,,Hamburg (GER),18 APR 2004,1110
98,2:32:20,,Tiziana ALAGIA,08 MAR 1973,ITA,6,,Berlin (GER),26 SEP 2004,1110
99,2:32:21,,Yumiko OKAMOTO,28 MAR 1978,JPN,9,,Tokyo (JPN),21 NOV 2004,1110
100,2:32:23,,María ABEL,23 OCT 1974,ESP,4,,Rotterdam (NED),04 APR 2004,1109
1,2:22:04,,Atsede BAYISA,16 APR 1987,ETH,1,,Paris (FRA),11 APR 2010,1212
2,2:22:38,,Asselefech MEDESSA MERGIA,23 JAN 1985,ETH,1,,London (GBR),25 APR 2010,1206
3,2:22:43,,Sharon Jemutai CHEROP,16 MAR 1984,KEN,1,,Toronto (CAN),26 SEP 2010,1206
4,2:22:44,,Tirfi TSEGAYE,25 NOV 1984,ETH,2,,Toronto (CAN),26 SEP 2010,1205
5,2:23:06,,Merima MOHAMMED,10 JUN 1992,ETH,3,,Toronto (CAN),26 SEP 2010,1202
6,2:23:17,,Bezunesh BEKELE,29 JAN 1983,ETH,2,,London (GBR),25 APR 2010,1200
7,2:23:25,,Caroline Cheptanui KILEL,21 MAR 1981,KEN,1,,Frankfurt (GER),31 OCT 2010,1198
8,2:23:44,,Dire TUNE,19 JUN 1985,ETH,2,,Frankfurt (GER),31 OCT 2010,1195
9,2:23:53,,Teyba ERKESSO,30 OCT 1982,ETH,1,,"Houston, TX (USA)",17 JAN 2010,1194
10,2:23:58,,Aberu KEBEDE,12 SEP 1986,ETH,1,,Berlin (GER),26 SEP 2010,1193
11,2:24:07,,Agnes KIPROP,14 JAN 1980,KEN,3,,Frankfurt (GER),31 OCT 2010,1191
12,2:24:13,,Amane GOBENA,11 SEP 1986,ETH,1,,Seoul (KOR),21 MAR 2010,1190
13,2:24:18,,Mamitu DASKA,16 OCT 1983,ETH,1,,Dubai (UAE),22 JAN 2010,1189
14,2:24:22,,Christelle DAUNAY,05 DEC 1974,FRA,2,,Paris (FRA),11 APR 2010,1189
15,2:24:33,,Koren Jelila YAL,18 JAN 1987,ETH,4,,Toronto (CAN),26 SEP 2010,1187
16,2:24:39,,Askale Magarsa TAFA,27 SEP 1984,ETH,3,,London (GBR),25 APR 2010,1186
17,2:24:54,,Helena Loshanyang KIROP,09 SEP 1976,KEN,3,,Dubai (UAE),22 JAN 2010,1183
18,2:24:55,,Yukiko AKABA,18 OCT 1979,JPN,4,,London (GBR),25 APR 2010,1183
19,2:25:00,,Chunxiu ZHOU,15 NOV 1978,CHN,1,,Guangzhou (CHN),27 NOV 2010,1182
20,2:25:03,,Alice Jemeli TIMBILILI,01 FEB 1983,KEN,1,,Amsterdam (NED),17 OCT 2010,1182
21,2:25:10,,Isabellah ANDERSSON,12 NOV 1980,SWE,4,,Frankfurt (GER),31 OCT 2010,1181
22,2:25:18,,Xue BAI,13 DEC 1988,CHN,5,,London (GBR),25 APR 2010,1179
23,2:25:21,,Kimberley SMITH,19 NOV 1981,NZL,6,,London (GBR),25 APR 2010,1179
24,2:25:27,,Mare DIBABA,20 OCT 1989,ETH,5,,Frankfurt (GER),31 OCT 2010,1178
25,2:25:28,,Firehiwot Tesfaye DADO,09 JAN 1984,ETH,1,,Roma (ITA),21 MAR 2010,1178
26,2:25:31,,Kebebush Haile LEMA,13 APR 1986,ETH,2,,Roma (ITA),21 MAR 2010,1177
27,2:25:34,,Azalech MASRESHA,04 MAY 1988,ETH,4,,Paris (FRA),11 APR 2010,1177
28,2:25:35,,Atsede HABTAMU,26 OCT 1987,ETH,1,,Eindhoven (NED),10 OCT 2010,1177
29,2:25:38,,Edna Ngeringwony KIPLAGAT,15 NOV 1979,KEN,1,,"Los Angeles, CA (USA)",21 MAR 2010,1176
30,2:25:43,,Mari OZAKI,16 JUL 1975,JPN,7,,London (GBR),25 APR 2010,1175
31,2:25:44,,Marisa BARROS,25 FEB 1980,POR,2,,Osaka (JPN),31 JAN 2010,1175
32,2:25:50,,Asnaketch MENGISTU,09 MAY 1986,ETH,1,,Milano (ITA),11 APR 2010,1174
33,2:26:10,,Tomo MORIMOTO,27 DEC 1983,JPN,3,,Berlin (GER),26 SEP 2010,1171
34,2:26:13,,Tatyana ARYASOVA,02 APR 1979,RUS,1,,Dublin (IRL),25 OCT 2010,1170
35,2:26:16,,Mara YAMAUCHI,13 AUG 1973,GBR,8,,London (GBR),25 APR 2010,1170
36,2:26:20,,Misikir DEMISSE,23 JUL 1986,ETH,2,,"Los Angeles, CA (USA)",21 MAR 2010,1169
36,2:26:20,,Desiree DAVILA,26 JUL 1983,USA,2,,"Chicago, IL (USA)",10 OCT 2010,1169
38,2:26:21,,Sabrina MOCKENHAUPT,06 DEC 1980,GER,4,,Berlin (GER),26 SEP 2010,1169
39,2:26:22,,Magdalena LEWY-BOULET,01 AUG 1973,USA,2,,Rotterdam (NED),11 APR 2010,1169
40,2:26:23,,Hilde KIBET,27 MAR 1981,NED,6,,Frankfurt (GER),31 OCT 2010,1169
41,2:26:24,,Tetyana FILONYUK,05 APR 1984,UKR,4,,Roma (ITA),21 MAR 2010,1168
42,2:26:35,,Xiaolin ZHU,20 FEB 1984,CHN,2,,Guangzhou (CHN),27 NOV 2010,1167
43,2:26:40,,Irina MIKITENKO,23 AUG 1972,GER,3,,"Chicago, IL (USA)",10 OCT 2010,1166
44,2:27:02,,Prisca JEPTOO,24 JUN 1984,KEN,1,,Torino (ITA),14 NOV 2010,1162
45,2:27:04,,Eyerusalem KUMA,07 SEP 1981,ETH,2,,Amsterdam (NED),17 OCT 2010,1162
46,2:27:06,,Kum-Ok KIM,09 DEC 1988,PRK,3,,Guangzhou (CHN),27 NOV 2010,1161
47,2:27:08,,Alevtina IVANOVA,22 MAY 1975,RUS,6,,Toronto (CAN),26 SEP 2010,1161
48,2:27:11,,Lidia ŞIMON,04 SEP 1973,ROU,4,,Osaka (JPN),31 JAN 2010,1161
48,2:27:11,,Yuri KANO,27 OCT 1978,JPN,1,,Nagoya (JPN),14 MAR 2010,1161
50,2:27:19,,Kayoko OBATA,18 SEP 1971,JPN,5,,Osaka (JPN),31 JAN 2010,1159
51,2:27:20,,Silviya SKVORTSOVA,16 NOV 1974,RUS,3,,"Los Angeles, CA (USA)",21 MAR 2010,1159
52,2:27:23,,Bizunesh DEBA,08 SEP 1987,ETH,1,,St. Paul (USA),03 OCT 2010,1159
53,2:27:25,,Ashu KASIM,20 OCT 1984,ETH,1,,Istanbul (TUR),17 OCT 2010,1158
54,2:27:34,,Ryoko KIZAKI,21 JUN 1985,JPN,6,,Osaka (JPN),31 JAN 2010,1157
55,2:27:42,,Yuliya GROMOVA,21 MAY 1974,RUS,1,,"San Diego, CA (USA)",06 JUN 2010,1155
56,2:27:44,,Robe GUTA,12 OCT 1986,ETH,3,,Amsterdam (NED),17 OCT 2010,1155
56,2:27:44,,Yuliya RUBAN,06 OCT 1983,UKR,7,,Frankfurt (GER),31 OCT 2010,1155
58,2:27:45,,Yeshimebet TADESSE BIFA,15 OCT 1988,ETH,7,,Dubai (UAE),22 JAN 2010,1155
59,2:27:51,,Woynishet GIRMA,28 JUL 1986,ETH,4,,Amsterdam (NED),17 OCT 2010,1154
59,2:27:51,,Kateryna STETSENKO,16 JAN 1982,UKR,2,,Dublin (IRL),25 OCT 2010,1154
61,2:27:54,,Alemitu Abera BEGNA,1986,ETH,2,,Istanbul (TUR),17 OCT 2010,1153
62,2:28:01,,Yelena SOKOLOVA,27 DEC 1979,RUS,8,,Frankfurt (GER),31 OCT 2010,1152
63,2:28:02,,Elza SHAYAKHMETOVA-KIREYEVA,26 MAR 1979,RUS,3,,Dublin (IRL),25 OCT 2010,1152
64,2:28:06,,Albina MAYOROVA,16 MAY 1977,RUS,7,,Toronto (CAN),26 SEP 2010,1151
65,2:28:08,,Makeda HARONA,05 SEP 1988,ETH,1,,Venezia (ITA),24 OCT 2010,1151
66,2:28:13,,Derartu TULU,21 MAR 1972,ETH,2,,Nagoya (JPN),14 MAR 2010,1150
67,2:28:17,,Xueqin WANG,01 JAN 1991,CHN,4,,Seoul (KOR),21 MAR 2010,1150
68,2:28:22,,Anne BERERWE,04 NOV 1982,KEN,2,,Milano (ITA),11 APR 2010,1149
68,2:28:22,,Fate TOLA,22 OCT 1987,ETH,2,,Torino (ITA),14 NOV 2010,1149
70,2:28:24,,Goitetom Haftu TESEMA,1987,ETH,1,,La Rochelle (FRA),28 NOV 2010,1148
71,2:28:29,,Chika HORIE,15 FEB 1981,JPN,7,,Osaka (JPN),31 JAN 2010,1148
72,2:28:31,,Olena BURKOVSKA,09 AUG 1981,UKR,5,,Berlin (GER),26 SEP 2010,1147
73,2:28:35,,Hiromi OMINAMI,15 NOV 1975,JPN,3,,Nagoya (JPN),14 MAR 2010,1147
74,2:28:38,,Hellen Jemaiyo KIMUTAI,28 DEC 1977,KEN,9,,Frankfurt (GER),31 OCT 2010,1146
75,2:28:40,,Shalane FLANAGAN,08 JUL 1981,USA,2,,"New York, NY (USA)",07 NOV 2010,1146
76,2:28:44,,Margarita PLAKSINA,01 OCT 1977,RUS,2,,"Houston, TX (USA)",17 JAN 2010,1145
77,2:28:48,,Lisa WEIGHTMAN,16 JAN 1979,AUS,1,,Nagano (JPN),18 APR 2010,1144
78,2:28:58,,Melkam GIZAW,17 SEP 1990,ETH,1,,Reims (FRA),17 OCT 2010,1143
79,2:29:01,,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,3,,"New York, NY (USA)",07 NOV 2010,1142
80,2:29:12,,Azusa NOJIRI,06 JUN 1982,JPN,8,,Osaka (JPN),31 JAN 2010,1141
80,2:29:12,,Shiru DERIBA,22 OCT 1985,ETH,2,,"San Diego, CA (USA)",06 JUN 2010,1141
82,2:29:13,,Mai ITO,23 MAY 1984,JPN,4,,Nagoya (JPN),14 MAR 2010,1140
83,2:29:17,,Yeshi ESAYIAS,28 DEC 1985,ETH,1,,Daegu (KOR),11 APR 2010,1140
84,2:29:21,,Elizabeth CHEMWENO,13 JUL 1978,KEN,2,,Venezia (ITA),24 OCT 2010,1139
85,2:29:25,,Workitu AYANU,19 APR 1987,ETH,5,,Paris (FRA),11 APR 2010,1138
86,2:29:27,,Sung-eun KIM,24 FEB 1989,KOR,5,,Seoul (KOR),21 MAR 2010,1138
86,2:29:27,,Tiki GELANA,22 OCT 1987,ETH,4,,"Los Angeles, CA (USA)",21 MAR 2010,1138
88,2:29:31,,Jiali WANG,01 FEB 1986,CHN,1,,Beijing (CHN),24 OCT 2010,1137
89,2:29:36,,Mayumi FUJITA,26 MAY 1983,JPN,5,,Nagoya (JPN),14 MAR 2010,1137
90,2:29:41,,Lyudmila PETROVA,07 OCT 1968,RUS,6,,"New York, NY (USA)",07 NOV 2010,1136
91,2:29:45,,Kaori YOSHIDA,04 AUG 1981,JPN,6,,"Chicago, IL (USA)",10 OCT 2010,1135
92,2:29:46,,Rong CHEN,18 MAY 1988,CHN,2,,Beijing (CHN),24 OCT 2010,1135
92,2:29:46,,Caroline ROTICH,13 MAY 1984,KEN,7,,"New York, NY (USA)",07 NOV 2010,1135
94,2:29:48,,Bruktayit ESHETU,29 SEP 1990,ETH,2,,Hamburg (GER),25 APR 2010,1135
94,2:29:48,,Shitaye BEDASO,1988,ETH,5,,Amsterdam (NED),17 OCT 2010,1135
96,2:29:52,,Emma Muthoni KARIUKI,04 JAN 1981,KEN,1,,Taiyuan (CHN),05 SEP 2010,1134
97,2:29:53,,Madaí PÉREZ,02 FEB 1980,MEX,8,,"New York, NY (USA)",07 NOV 2010,1134
98,2:29:54,,Akane WAKITA,15 DEC 1987,JPN,6,,Nagoya (JPN),14 MAR 2010,1134
99,2:30:10,,Tsega GELAW RETA,09 OCT 1990,ETH,2,,Eindhoven (NED),10 OCT 2010,1131
100,2:30:15,,Adriana NELSON,31 JAN 1980,ROU,6,,Berlin (GER),26 SEP 2010,1130
1,2:19:19,,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,1,,London (GBR),17 APR 2011,1240
2,2:19:44,,Florence KIPLAGAT,27 FEB 1987,KEN,1,,Berlin (GER),25 SEP 2011,1236
3,2:20:46,,Edna Ngeringwony KIPLAGAT,15 NOV 1979,KEN,2,,London (GBR),17 APR 2011,1225
4,2:21:59,,Mamitu DASKA,16 OCT 1983,ETH,1,,Frankfurt (GER),30 OCT 2011,1213
5,2:22:08,,Tiki GELANA,22 OCT 1987,ETH,1,,Amsterdam (NED),16 OCT 2011,1211
6,2:22:09,,Ejegayehu DIBABA,21 MAR 1982,ETH,1,,"Chicago, IL (USA)",09 OCT 2011,1211
7,2:22:18,,Irina MIKITENKO,23 AUG 1972,GER,2,,Berlin (GER),25 SEP 2011,1210
8,2:22:34,,Lydia CHEROMEI,11 MAY 1977,KEN,1,,Praha (CZE),08 MAY 2011,1207
9,2:22:43,,Koren Jelila YAL,18 JAN 1987,ETH,1,,Toronto (CAN),16 OCT 2011,1206
10,2:22:45,,Asselefech MEDESSA MERGIA,23 JAN 1985,ETH,1,,Dubai (UAE),21 JAN 2011,1205
11,2:22:55,,Prisca JEPTOO,24 JUN 1984,KEN,1,,Paris (FRA),10 APR 2011,1203
12,2:23:15,,Firehiwot Tesfaye DADO,09 JAN 1984,ETH,1,,"New York, NY (USA)",06 NOV 2011,1200
13,2:23:19,,Bizunesh DEBA,08 SEP 1987,ETH,2,,"New York, NY (USA)",06 NOV 2011,1199
14,2:23:25,,Mare DIBABA,20 OCT 1989,ETH,2,,Toronto (CAN),16 OCT 2011,1198
15,2:23:41,,Isabellah ANDERSSON,12 NOV 1980,SWE,3,,Dubai (UAE),21 JAN 2011,1196
16,2:23:42,,Bezunesh BEKELE,29 JAN 1983,ETH,3,,London (GBR),17 APR 2011,1196
17,2:23:46,,Paula RADCLIFFE,17 DEC 1973,GBR,3,,Berlin (GER),25 SEP 2011,1195
18,2:23:50,,Atsede BAYISA,16 APR 1987,ETH,4,,London (GBR),17 APR 2011,1194
19,2:23:54,,Agnes KIPROP,14 JAN 1980,KEN,2,,Frankfurt (GER),30 OCT 2011,1194
20,2:23:56,,Yoshimi OZAKI,01 JUL 1981,JPN,1,,Yokohama (JPN),20 FEB 2011,1193
21,2:24:09,,Yukiko AKABA,18 OCT 1979,JPN,5,,London (GBR),17 APR 2011,1191
21,2:24:09,,Kebebush Haile LEMA,13 APR 1986,ETH,1,,Shanghai (CHN),04 DEC 2011,1191
23,2:24:12,,Tirfi TSEGAYE,25 NOV 1984,ETH,2,,Shanghai (CHN),04 DEC 2011,1190
24,2:24:20,,Philes ONGORI,19 JUL 1986,KEN,1,,Rotterdam (NED),10 APR 2011,1189
25,2:24:21,,Filomena CHEPCHIRCHIR,01 DEC 1981,KEN,3,,Frankfurt (GER),30 OCT 2011,1189
26,2:24:25,,Atsede HABTAMU,26 OCT 1987,ETH,4,,Berlin (GER),25 SEP 2011,1188
27,2:24:27,,Hilde KIBET,27 MAR 1981,NED,2,,Rotterdam (NED),10 APR 2011,1188
28,2:24:29,,Remi NAKASATO,24 JUN 1988,JPN,2,,Yokohama (JPN),20 FEB 2011,1188
29,2:24:32,,Merima MOHAMMED,10 JUN 1992,ETH,4,,Frankfurt (GER),30 OCT 2011,1187
30,2:24:33,,Jessica AUGUSTO,08 NOV 1981,POR,7,,London (GBR),17 APR 2011,1187
30,2:24:33,,Georgina RONO,19 MAY 1980,KEN,1,,Eindhoven (NED),09 OCT 2011,1187
32,2:24:34,,Aberu KEBEDE,12 SEP 1986,ETH,8,,London (GBR),17 APR 2011,1187
33,2:24:38,,Kayoko FUKUSHI,25 MAR 1982,JPN,2,,"Chicago, IL (USA)",09 OCT 2011,1186
34,2:24:55,,Eyerusalem KUMA,07 SEP 1981,ETH,2,,Amsterdam (NED),16 OCT 2011,1183
35,2:25:01,,Tatyana PETROVA,08 APR 1983,RUS,5,,Berlin (GER),25 SEP 2011,1182
36,2:25:04,,Marisa BARROS,25 FEB 1980,POR,3,,Yokohama (JPN),20 FEB 2011,1182
37,2:25:09,,Shitaye BEDASO,1988,ETH,2,,Eindhoven (NED),09 OCT 2011,1181
38,2:25:20,,Boru Feyse TADESE,19 NOV 1988,ETH,3,,Eindhoven (NED),09 OCT 2011,1179
39,2:25:23,,Rael Nguriatukei KINYARA,04 APR 1984,KEN,4,,Eindhoven (NED),09 OCT 2011,1179
40,2:25:24,,Askale Magarsa TAFA,27 SEP 1984,ETH,9,,London (GBR),17 APR 2011,1178
41,2:25:29,,Azusa NOJIRI,06 JUN 1982,JPN,10,,London (GBR),17 APR 2011,1178
42,2:25:32,,Anna INCERTI,19 JAN 1980,ITA,6,,Berlin (GER),25 SEP 2011,1177
43,2:25:40,,Yoshiko FUJINAGA,15 AUG 1981,JPN,11,,London (GBR),17 APR 2011,1176
43,2:25:40,,Dulce FÉLIX,23 OCT 1982,POR,4,,"New York, NY (USA)",06 NOV 2011,1176
45,2:25:44,,Rita Jeptoo SITIENEI,15 FEB 1981,KEN,5,,Frankfurt (GER),30 OCT 2011,1175
46,2:25:46,,Kimberley SMITH,19 NOV 1981,NZL,5,,"New York, NY (USA)",06 NOV 2011,1175
47,2:25:52,,Lornah KIPLAGAT,01 MAY 1974,NED,3,,Amsterdam (NED),16 OCT 2011,1174
48,2:25:57,,Genet GETANEH,06 JAN 1986,ETH,4,,Amsterdam (NED),16 OCT 2011,1173
48,2:25:57,,Caroline Cheptanui KILEL,21 MAR 1981,KEN,6,,"New York, NY (USA)",06 NOV 2011,1173
50,2:26:04,,Yeshi ESAYIAS,28 DEC 1985,ETH,2,,Daegu (KOR),10 APR 2011,1172
51,2:26:10,,Rosaria CONSOLE,17 DEC 1979,ITA,7,,Berlin (GER),25 SEP 2011,1171
52,2:26:12,,Jiali WANG,01 FEB 1986,CHN,1,,Dalian (CHN),30 APR 2011,1170
53,2:26:15,,Nadia EJJAFINI,08 NOV 1977,ITA,6,,Frankfurt (GER),30 OCT 2011,1170
54,2:26:17,,Belainesh Zemedkun GEBRE,23 DEC 1987,ETH,3,,"Chicago, IL (USA)",09 OCT 2011,1170
55,2:26:21,,Goitetom Haftu TESEMA,1987,ETH,2,,Roma (ITA),20 MAR 2011,1169
55,2:26:21,,Fate TOLA,22 OCT 1987,ETH,1,,Wien (AUT),17 APR 2011,1169
57,2:26:28,,Xiaolin ZHU,20 FEB 1984,CHN,12,,London (GBR),17 APR 2011,1168
58,2:26:32,,Ryoko KIZAKI,21 JUN 1985,JPN,1,,Yokohama (JPN),20 NOV 2011,1167
59,2:26:33,,Alemitu Abera BEGNA,1986,ETH,3,,Daegu (KOR),10 APR 2011,1167
59,2:26:33,,Valeria STRANEO,05 APR 1976,ITA,8,,Berlin (GER),25 SEP 2011,1167
61,2:26:41,,Jie WEI,25 JAN 1993,CHN,1,,Zhengzhou (CHN),27 MAR 2011,1166
61,2:26:41,,Christelle DAUNAY,05 DEC 1974,FRA,4,,"Chicago, IL (USA)",09 OCT 2011,1166
63,2:26:49,,Rong CHEN,18 MAY 1988,CHN,2,,Dalian (CHN),30 APR 2011,1164
64,2:26:51,,Robe GUTA,12 OCT 1986,ETH,1,,Seoul (KOR),20 MAR 2011,1164
65,2:26:52,,Melkam GIZAW,17 SEP 1990,ETH,6,,Eindhoven (NED),09 OCT 2011,1164
66,2:26:53,,Diana Chepkemoi SIGEI,1987,KEN,6,,Dubai (UAE),21 JAN 2011,1164
67,2:26:54,,Noriko MATSUOKA,02 MAY 1979,JPN,13,,London (GBR),17 APR 2011,1163
68,2:26:55,,Mai ITO,23 MAY 1984,JPN,2,,Osaka (JPN),30 JAN 2011,1163
69,2:26:56,,Lishan DULA,17 FEB 1987,BRN,3,,Rotterdam (NED),10 APR 2011,1163
70,2:26:58,,Kaoru NAGAO,26 SEP 1989,JPN,4,,Yokohama (JPN),20 FEB 2011,1163
71,2:27:00,,Alessandra AGUILAR,01 JUL 1978,ESP,4,,Rotterdam (NED),10 APR 2011,1162
72,2:27:02,,Madaí PÉREZ,02 FEB 1980,MEX,14,,London (GBR),17 APR 2011,1162
73,2:27:06,,Caroline ROTICH,13 MAY 1984,KEN,7,,"New York, NY (USA)",06 NOV 2011,1161
74,2:27:07,,Margarita PLAKSINA,01 OCT 1977,RUS,5,,Paris (FRA),10 APR 2011,1161
75,2:27:10,,Yuliya RUBAN,06 OCT 1983,UKR,1,,Torino (ITA),13 NOV 2011,1161
76,2:27:13,,Yanan WEI,06 DEC 1981,CHN,2,,Seoul (KOR),20 MAR 2011,1160
77,2:27:15,,Werknesh KIDANE,07 JAN 1981,ETH,8,,Dubai (UAE),21 JAN 2011,1160
78,2:27:16,,Karolina NADOLSKA,06 SEP 1981,POL,5,,Yokohama (JPN),20 FEB 2011,1160
79,2:27:17,,Peninah ARUSEI,23 FEB 1979,KEN,3,,Wien (AUT),17 APR 2011,1160
80,2:27:24,,Mara YAMAUCHI,13 AUG 1973,GBR,3,,Yokohama (JPN),20 NOV 2011,1158
81,2:27:26,,Chika HORIE,15 FEB 1981,JPN,3,,Osaka (JPN),30 JAN 2011,1158
82,2:27:34,,Bruktayit ESHETU,29 SEP 1990,ETH,8,,Frankfurt (GER),30 OCT 2011,1157
83,2:27:36,,Helena Loshanyang KIROP,09 SEP 1976,KEN,1,,Taipei City (TPE),18 DEC 2011,1156
84,2:27:46,,Makeda HARONA,05 SEP 1988,ETH,4,,Daegu (KOR),10 APR 2011,1155
85,2:27:47,,Ashu KASIM,20 OCT 1984,ETH,2,,"Houston, TX (USA)",30 JAN 2011,1155
86,2:27:51,,Silviya SKVORTSOVA,16 NOV 1974,RUS,3,,Toronto (CAN),16 OCT 2011,1154
87,2:27:55,,YuanYuan YIN,31 MAY 1991,CHN,3,,Dalian (CHN),30 APR 2011,1153
88,2:28:01,,Fatuma SADO,11 OCT 1991,ETH,2,,Istanbul (TUR),16 OCT 2011,1152
89,2:28:08,,Sabrina MOCKENHAUPT,06 DEC 1980,GER,9,,Frankfurt (GER),30 OCT 2011,1151
90,2:28:14,,Tetyana GAMERA,01 JUN 1983,UKR,1,,Kraków (POL),17 APR 2011,1150
91,2:28:24,,Joanne PAVEY,20 SEP 1973,GBR,16,,London (GBR),17 APR 2011,1148
91,2:28:24,,Yeshimebet TADESSE BIFA,15 OCT 1988,ETH,1,,St. Paul (USA),02 OCT 2011,1148
93,2:28:28,,Netsanet ACHAMO,14 DEC 1987,ETH,4,,Roma (ITA),20 MAR 2011,1148
94,2:28:32,,Jemima Jelagat SUMGONG,21 DEC 1984,KEN,1,,Castellón (ESP),18 DEC 2011,1147
95,2:28:38,,Tsega GELAW RETA,09 OCT 1990,ETH,3,,Istanbul (TUR),16 OCT 2011,1146
96,2:28:43,,Alena SAMOKHVALOVA,21 NOV 1980,RUS,10,,Frankfurt (GER),30 OCT 2011,1145
97,2:28:49,,Noriko HIGUCHI,23 MAY 1985,JPN,1,,Tokyo (JPN),27 FEB 2011,1144
97,2:28:49,,Eri OKUBO,02 JUN 1983,JPN,9,,Berlin (GER),25 SEP 2011,1144
97,2:28:49,,Susanne HAHN,23 APR 1978,GER,11,,Frankfurt (GER),30 OCT 2011,1144
100,2:29:00,,Alevtina IVANOVA,22 MAY 1975,RUS,6,,Yokohama (JPN),20 FEB 2011,1142
1,2:17:42,,Paula RADCLIFFE,17 DEC 1973,GBR,1,,London (GBR),17 APR 2005,1257
2,2:19:12,,Mizuki NOGUCHI,03 JUL 1978,JPN,1,,Berlin (GER),25 SEP 2005,1242
3,2:21:01,,Yingjie SUN,19 JAN 1979,CHN,1,,Beijing (CHN),16 OCT 2005,1223
