Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score,Year,Time,Time_in_seconds,Nat_Corrected,Two_Letter_ISO,Flag_Datawrapper,Country_Name,Gender
49,2:23:54,,Afera GODFAY,25 SEP 1991,ETH,4,,Shanghai (CHN),18 NOV 2018,1194,2018,0 days 02:23:54,8634,ETH,et,:et:,Ethiopia,F
50,2:24:08,,Hirut TIBEBU,13 DEC 1994,ETH,1,,Seoul (KOR),18 MAR 2018,1191,2018,0 days 02:24:08,8648,ETH,et,:et:,Ethiopia,F
51,2:24:11,,Senbere TEFERI,03 MAY 1995,ETH,9,,Dubai (UAE),26 JAN 2018,1191,2018,0 days 02:24:11,8651,ETH,et,:et:,Ethiopia,F
52,2:24:17,,Lonah Chemtai SALPETER,12 DEC 1988,ISR,1,,Firenze (ITA),25 NOV 2018,1190,2018,0 days 02:24:17,8657,ISR,il,:il:,Israel,F
53,2:24:19,,Bornes CHEPKIRUI,23 NOV 1986,KEN,1,,Praha (CZE),06 MAY 2018,1189,2018,0 days 02:24:19,8659,KEN,ke,:ke:,Kenya,F
54,2:24:29,,Kellyn TAYLOR,22 JUL 1986,USA,1,,"Duluth, MN (USA)",16 JUN 2018,1188,2018,0 days 02:24:29,8669,USA,us,:us:,United States,F
55,2:24:30,,Margaret AGAI,10 JUN 1988,KEN,2,,Seoul (KOR),18 MAR 2018,1187,2018,0 days 02:24:30,8670,KEN,ke,:ke:,Kenya,F
56,2:24:31,,Monica JEPKOECH,01 JAN 1983,KEN,3,,Seoul (KOR),18 MAR 2018,1187,2018,0 days 02:24:31,8671,KEN,ke,:ke:,Kenya,F
57,2:24:35,,Aberu Mekuria ZENNEBE,24 DEC 1983,ETH,4,,Valencia (ESP),02 DEC 2018,1187,2018,0 days 02:24:35,8675,ETH,et,:et:,Ethiopia,F
58,2:24:38,,Jackline CHEPNGENO,16 JAN 1993,KEN,6,,Amsterdam (NED),21 OCT 2018,1186,2018,0 days 02:24:38,8678,KEN,ke,:ke:,Kenya,F
59,2:24:47,,Letebrhan Haylay GEBRESLASEA,29 OCT 1990,ETH,1,,Dongying (CHN),05 MAY 2018,1185,2018,0 days 02:24:47,8687,ETH,et,:et:,Ethiopia,F
60,2:24:51,,Bruktayit ESHETU,29 SEP 1990,ETH,1,,"Houston, TX (USA)",14 JAN 2018,1184,2018,0 days 02:24:51,8691,ETH,et,:et:,Ethiopia,F
60,2:24:51,,Shitaye ESHETE,21 MAY 1990,BRN,1,,Hamburg (GER),29 APR 2018,1184,2018,0 days 02:24:51,8691,BRN,bn,:bn:,Brunei Darussalam,F
62,2:25:01,,Mulu SEBOKA,25 SEP 1984,ETH,4,,Seoul (KOR),18 MAR 2018,1182,2018,0 days 02:25:01,8701,ETH,et,:et:,Ethiopia,F
63,2:25:02,,Abebech AFEWORK,11 DEC 1990,ETH,7,,Paris (FRA),08 APR 2018,1182,2018,0 days 02:25:02,8702,ETH,et,:et:,Ethiopia,F
63,2:25:02,,Sharon Jemutai CHEROP,16 MAR 1984,KEN,4,,Ljubljana (SLO),28 OCT 2018,1182,2018,0 days 02:25:02,8702,KEN,ke,:ke:,Kenya,F
65,2:25:19,,Sinead DIVER,17 FEB 1977,AUS,1,,Melbourne (AUS),14 OCT 2018,1179,2018,0 days 02:25:19,8719,AUS,au,:au:,Australia,F
66,2:25:24,,Mare DIBABA,20 OCT 1989,ETH,11,,Frankfurt (GER),28 OCT 2018,1178,2018,0 days 02:25:24,8724,ETH,et,:et:,Ethiopia,F
66,2:25:24,,Dulce FÉLIX,23 OCT 1982,POR,5,,Valencia (ESP),02 DEC 2018,1178,2018,0 days 02:25:24,8724,PRT,pt,:pt:,,F
68,2:25:25,,Volha MAZURONAK,14 APR 1989,BLR,1,,Düsseldorf (GER),29 APR 2018,1178,2018,0 days 02:25:25,8725,BLR,by,:by:,Belarus,F
69,2:25:27,,Salomé ROCHA,25 APR 1990,POR,8,,Berlin (GER),16 SEP 2018,1178,2018,0 days 02:25:27,8727,PRT,pt,:pt:,,F
70,2:25:28,,Birke DEBELE,12 SEP 1995,ETH,2,,Hamburg (GER),29 APR 2018,1178,2018,0 days 02:25:28,8728,ETH,et,:et:,Ethiopia,F
71,2:25:35,,Kaoutar BOULAID,10 OCT 1989,MAR,1,,Sevilla (ESP),25 FEB 2018,1177,2018,0 days 02:25:35,8735,MAR,ma,:ma:,Morocco,F
71,2:25:35,,Dalila ABDULKADIR,27 JUN 1998,BRN,1,,Saitama (JPN),09 DEC 2018,1177,2018,0 days 02:25:35,8735,BRN,bn,:bn:,Brunei Darussalam,F
73,2:25:41,,Doyeon KIM,02 SEP 1993,KOR,5,,Seoul (KOR),18 MAR 2018,1176,2018,0 days 02:25:41,8741,KOR,kr,:kr:,"Korea, Republic of",F
74,2:25:46,,Miyuki UEHARA,22 NOV 1995,JPN,9,,Berlin (GER),16 SEP 2018,1175,2018,0 days 02:25:46,8746,JPN,jp,:jp:,Japan,F
75,2:25:48,,Muluhabt TSEGA,22 DEC 1997,ETH,5,,Shanghai (CHN),18 NOV 2018,1174,2018,0 days 02:25:48,8748,ETH,et,:et:,Ethiopia,F
76,2:25:49,,Amane GOBENA,11 SEP 1986,ETH,1,,Mumbai (IND),21 JAN 2018,1174,2018,0 days 02:25:49,8749,ETH,et,:et:,Ethiopia,F
77,2:25:51,,Haimanot ALEMAYEHU,17 JUN 1990,ETH,2,,Sevilla (ESP),25 FEB 2018,1174,2018,0 days 02:25:51,8751,ETH,et,:et:,Ethiopia,F
78,2:25:55,,Zinash MEKONNEN,11 SEP 1996,ETH,7,,Amsterdam (NED),21 OCT 2018,1173,2018,0 days 02:25:55,8755,ETH,et,:et:,Ethiopia,F
79,2:25:57,,Waganesh MEKASHA,16 JAN 1992,ETH,1,,Hengshui (CHN),29 SEP 2018,1173,2018,0 days 02:25:57,8757,ETH,et,:et:,Ethiopia,F
80,2:25:59,,Jessica TRENGOVE,15 AUG 1987,AUS,4,,Toronto (CAN),21 OCT 2018,1173,2018,0 days 02:25:59,8759,AUS,au,:au:,Australia,F
81,2:26:03,,Rose CHELIMO,12 JUL 1989,BRN,6,,London (GBR),22 APR 2018,1172,2018,0 days 02:26:03,8763,BRN,bn,:bn:,Brunei Darussalam,F
82,2:26:08,,Florence KIPLAGAT,27 FEB 1987,KEN,4,,"Chicago, IL (USA)",07 OCT 2018,1171,2018,0 days 02:26:08,8768,KEN,ke,:ke:,Kenya,F
83,2:26:10,,Shuko GENEMO,13 SEP 1995,ETH,5,,Ljubljana (SLO),28 OCT 2018,1171,2018,0 days 02:26:10,8770,ETH,et,:et:,Ethiopia,F
84,2:26:11,,Hiwot GEBREKIDAN,11 MAY 1995,ETH,2,,Ottawa (CAN),27 MAY 2018,1171,2018,0 days 02:26:11,8771,ETH,et,:et:,Ethiopia,F
85,2:26:13,,Yuka TAKASHIMA,12 MAY 1988,JPN,8,,Paris (FRA),08 APR 2018,1170,2018,0 days 02:26:13,8773,JPN,jp,:jp:,Japan,F
86,2:26:20,,Sara HALL,15 APR 1983,USA,3,,Ottawa (CAN),27 MAY 2018,1169,2018,0 days 02:26:20,8780,USA,us,:us:,United States,F
87,2:26:22,,Shalane FLANAGAN,08 JUL 1981,USA,3,,"New York, NY (USA)",04 NOV 2018,1169,2018,0 days 02:26:22,8782,USA,us,:us:,United States,F
88,2:26:28,,Reia IWADE,08 DEC 1994,JPN,4,,Nagoya (JPN),11 MAR 2018,1168,2018,0 days 02:26:28,8788,JPN,jp,:jp:,Japan,F
88,2:26:28,,Clémence CALVIN,17 MAY 1990,FRA,2,,"Olympiastadion, Berlin (GER)",12 AUG 2018,1168,2018,0 days 02:26:28,8788,FRA,fr,:fr:,France,F
88,2:26:28,,Workenesh EDESA,11 SEP 1992,ETH,2,,Hengshui (CHN),29 SEP 2018,1168,2018,0 days 02:26:28,8788,ETH,et,:et:,Ethiopia,F
91,2:26:31,,Eva VRABCOVÁ NYVLTOVÁ,06 FEB 1986,CZE,3,,"Olympiastadion, Berlin (GER)",12 AUG 2018,1167,2018,0 days 02:26:31,8791,CZE,cz,:cz:,Czechia,F
92,2:26:33,,Keiko NOGAMI,06 DEC 1985,JPN,5,,Nagoya (JPN),11 MAR 2018,1167,2018,0 days 02:26:33,8793,JPN,jp,:jp:,Japan,F
93,2:26:41,,Fatuma SADO,11 OCT 1991,ETH,1,,Xiamen (CHN),07 JAN 2018,1166,2018,0 days 02:26:41,8801,ETH,et,:et:,Ethiopia,F
94,2:26:44,,Molly HUDDLE,31 AUG 1984,USA,4,,"New York, NY (USA)",04 NOV 2018,1165,2018,0 days 02:26:44,8804,USA,us,:us:,United States,F
94,2:26:44,,Tigist GIRMA,12 JUL 1993,ETH,1,,Guangzhou (CHN),09 DEC 2018,1165,2018,0 days 02:26:44,8804,ETH,et,:et:,Ethiopia,F
96,2:26:50,,Worknesh ALEMU,19 MAR 1990,ETH,12,,Frankfurt (GER),28 OCT 2018,1164,2018,0 days 02:26:50,8810,ETH,et,:et:,Ethiopia,F
97,2:26:52,,Muliye DEKEBO,13 MAR 1998,ETH,10,,Dubai (UAE),26 JAN 2018,1164,2018,0 days 02:26:52,8812,ETH,et,:et:,Ethiopia,F
98,2:26:54,,Gebeyanesh AYELE,01 MAY 1995,ETH,3,,Hengshui (CHN),29 SEP 2018,1163,2018,0 days 02:26:54,8814,ETH,et,:et:,Ethiopia,F
99,2:26:56,,Eunice Chebichii CHUMBA,23 MAY 1993,BRN,2,,Beijing (CHN),16 SEP 2018,1163,2018,0 days 02:26:56,8816,BRN,bn,:bn:,Brunei Darussalam,F
100,2:26:58,,Celestine CHEPCHIRCHIR,18 DEC 1995,KEN,5,,Toronto (CAN),21 OCT 2018,1163,2018,0 days 02:26:58,8818,KEN,ke,:ke:,Kenya,F
1,2:15:55,,Sutume Asefa KEBEDE,11 DEC 1994,ETH,1,,Tokyo (JPN),03 MAR 2024,1276,2024,0 days 02:15:55,8155,ETH,et,:et:,Ethiopia,F
2,2:16:07,,Tigist KETEMA,15 SEP 1998,ETH,1,,Dubai (UAE),07 JAN 2024,1274,2024,0 days 02:16:07,8167,ETH,et,:et:,Ethiopia,F
3,2:16:14,,Rosemary WANJIRU,09 DEC 1994,KEN,2,,Tokyo (JPN),03 MAR 2024,1272,2024,0 days 02:16:14,8174,KEN,ke,:ke:,Kenya,F
4,2:16:16,,Peres JEPCHIRCHIR,27 SEP 1993,KEN,1,,London (GBR),21 APR 2024,1272,2024,0 days 02:16:16,8176,KEN,ke,:ke:,Kenya,F
5,2:16:23,,Tigst ASSEFA,03 DEC 1996,ETH,2,,London (GBR),21 APR 2024,1271,2024,0 days 02:16:23,8183,ETH,et,:et:,Ethiopia,F
6,2:16:24,,Joyciline JEPKOSGEI,08 DEC 1993,KEN,3,,London (GBR),21 APR 2024,1271,2024,0 days 02:16:24,8184,KEN,ke,:ke:,Kenya,F
7,2:16:34,,Megertu ALEMU,12 OCT 1997,ETH,4,,London (GBR),21 APR 2024,1269,2024,0 days 02:16:34,8194,ETH,et,:et:,Ethiopia,F
8,2:16:58,,Amane Beriso SHANKULE,13 OCT 1991,ETH,3,,Tokyo (JPN),03 MAR 2024,1265,2024,0 days 02:16:58,8218,ETH,et,:et:,Ethiopia,F
9,2:18:05,,Sifan HASSAN,01 JAN 1993,NED,4,,Tokyo (JPN),03 MAR 2024,1253,2024,0 days 02:18:05,8285,NLD,nl,:nl:,,F
10,2:18:09,,Ruti AGA,16 JAN 1994,ETH,2,,Dubai (UAE),07 JAN 2024,1252,2024,0 days 02:18:09,8289,ETH,et,:et:,Ethiopia,F
11,2:18:22,,Irine Chepet CHEPTAI,04 FEB 1992,KEN,1,,Hamburg (GER),28 APR 2024,1250,2024,0 days 02:18:22,8302,KEN,ke,:ke:,Kenya,F
12,2:18:25,,Winfridah MOSETI,12 NOV 1996,KEN,2,,Hamburg (GER),28 APR 2024,1250,2024,0 days 02:18:25,8305,KEN,ke,:ke:,Kenya,F
13,2:18:51,,Workenesh EDESA,11 SEP 1992,ETH,1,,Osaka (JPN),28 JAN 2024,1245,2024,0 days 02:18:51,8331,ETH,et,:et:,Ethiopia,F
14,2:18:59,,Honami MAEDA,17 JUL 1996,JPN,2,,Osaka (JPN),28 JAN 2024,1244,2024,0 days 02:18:59,8339,JPN,jp,:jp:,Japan,F
15,2:19:02,,Brigid KOSGEI,20 FEB 1994,KEN,5,,London (GBR),21 APR 2024,1243,2024,0 days 02:19:02,8342,KEN,ke,:ke:,Kenya,F
16,2:19:17,,Betsy SAINA,30 JUN 1988,USA,5,,Tokyo (JPN),03 MAR 2024,1241,2024,0 days 02:19:17,8357,USA,us,:us:,United States,F
17,2:19:29,,Dera DIDA,26 OCT 1996,ETH,3,,Dubai (UAE),07 JAN 2024,1239,2024,0 days 02:19:29,8369,ETH,et,:et:,Ethiopia,F
18,2:19:30,,Ashete BEKERE,17 APR 1988,ETH,1,,Rotterdam (NED),14 APR 2024,1238,2024,0 days 02:19:30,8370,ETH,et,:et:,Ethiopia,F
19,2:19:31,,Sheila CHEPKIRUI,27 DEC 1990,KEN,6,,London (GBR),21 APR 2024,1238,2024,0 days 02:19:31,8371,KEN,ke,:ke:,Kenya,F
20,2:19:33,,Rahma TUSA,14 SEP 1993,ETH,1,,"Houston, TX (USA)",14 JAN 2024,1238,2024,0 days 02:19:33,8373,ETH,et,:et:,Ethiopia,F
21,2:19:52,,Degitu AZIMERAW,24 JAN 1999,ETH,1,,Barcelona (ESP),10 MAR 2024,1235,2024,0 days 02:19:52,8392,ETH,et,:et:,Ethiopia,F
22,2:19:55,,Vicoty CHEPNGENO,12 NOV 1993,KEN,2,,"Houston, TX (USA)",14 JAN 2024,1234,2024,0 days 02:19:55,8395,KEN,ke,:ke:,Kenya,F
23,2:20:45,,Mestawut FIKIR,02 MAR 2000,ETH,1,,Paris (FRA),07 APR 2024,1226,2024,0 days 02:20:45,8445,ETH,et,:et:,Ethiopia,F
24,2:20:48,,Enatnesh Alamrew TIRUSEW,1995,ETH,2,,Paris (FRA),07 APR 2024,1225,2024,0 days 02:20:48,8448,ETH,et,:et:,Ethiopia,F
25,2:20:57,,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,2,,Rotterdam (NED),14 APR 2024,1224,2024,0 days 02:20:57,8457,KEN,ke,:ke:,Kenya,F
26,2:21:18,,Yuka ANDO,16 MAR 1994,JPN,1,,Nagoya (JPN),10 MAR 2024,1220,2024,0 days 02:21:18,8478,JPN,jp,:jp:,Japan,F
27,2:21:19,,Gotytom GEBRESLASE,15 JAN 1995,ETH,3,,Hamburg (GER),28 APR 2024,1220,2024,0 days 02:21:19,8479,ETH,et,:et:,Ethiopia,F
28,2:21:25,,Eunice Chebichii CHUMBA,23 MAY 1993,BRN,2,,Nagoya (JPN),10 MAR 2024,1219,2024,0 days 02:21:25,8485,BRN,bn,:bn:,Brunei Darussalam,F
29,2:21:27,,Jackline SAKILU,28 DEC 1986,TAN,1,,Chongqing (CHN),24 MAR 2024,1218,2024,0 days 02:21:27,8487,TZA,tz,:tz:,,F
30,2:21:32,,Fikrte WERETA,21 SEP 2000,ETH,1,,Seoul (KOR),17 MAR 2024,1218,2024,0 days 02:21:32,8492,ETH,et,:et:,Ethiopia,F
30,2:21:32,,Angela TANUI,27 JUL 1992,KEN,2,,Daegu (KOR),07 APR 2024,1218,2024,0 days 02:21:32,8492,KEN,ke,:ke:,Kenya,F
32,2:21:33,,Ayuko SUZUKI,08 OCT 1991,JPN,3,,Nagoya (JPN),10 MAR 2024,1217,2024,0 days 02:21:33,8493,JPN,jp,:jp:,Japan,F
33,2:21:35,,Shuko GENEMO,13 SEP 1995,ETH,2,,Barcelona (ESP),10 MAR 2024,1217,2024,0 days 02:21:35,8495,ETH,et,:et:,Ethiopia,F
34,2:21:40,,Jackline CHERONO,25 JUN 1998,KEN,4,,Hamburg (GER),28 APR 2024,1216,2024,0 days 02:21:40,8500,KEN,ke,:ke:,Kenya,F
35,2:21:46,,Vivian Jepkemei CHERUIYOT,11 SEP 1983,KEN,3,,Paris (FRA),07 APR 2024,1215,2024,0 days 02:21:46,8506,KEN,ke,:ke:,Kenya,F
36,2:21:47,,Melat Yisak KEJETA,27 SEP 1992,GER,4,,Dubai (UAE),07 JAN 2024,1215,2024,0 days 02:21:47,8507,DEU,de,:de:,,F
37,2:21:50,,Hitomi NIIYA,26 FEB 1988,JPN,6,,Tokyo (JPN),03 MAR 2024,1215,2024,0 days 02:21:50,8510,JPN,jp,:jp:,Japan,F
38,2:21:53,,Amid Fozya JEMAL,11 SEP 1998,ETH,5,,Dubai (UAE),07 JAN 2024,1214,2024,0 days 02:21:53,8513,ETH,et,:et:,Ethiopia,F
39,2:21:55,,Shitaye ESHETE,21 MAY 1990,BRN,6,,Dubai (UAE),07 JAN 2024,1214,2024,0 days 02:21:55,8515,BRN,bn,:bn:,Brunei Darussalam,F
40,2:22:10,,Fiona O'KEEFFE,24 MAY 1998,USA,1,,"Orlando, FL (USA)",03 FEB 2024,1211,2024,0 days 02:22:10,8530,USA,us,:us:,United States,F
41,2:22:11,,Rika KASEDA,02 MAR 1999,JPN,4,,Nagoya (JPN),10 MAR 2024,1211,2024,0 days 02:22:11,8531,JPN,jp,:jp:,Japan,F
41,2:22:11,,Evaline CHIRCHIR,02 FEB 1998,KEN,3,,Daegu (KOR),07 APR 2024,1211,2024,0 days 02:22:11,8531,KEN,ke,:ke:,Kenya,F
43,2:22:13,,Azmera GEBRU,31 OCT 1995,ETH,1,,Sevilla (ESP),18 FEB 2024,1211,2024,0 days 02:22:13,8533,ETH,et,:et:,Ethiopia,F
44,2:22:19,,Desi Jisa MOKONIN,12 JUL 1997,BRN,2,,Seoul (KOR),17 MAR 2024,1210,2024,0 days 02:22:19,8539,BRN,bn,:bn:,Brunei Darussalam,F
45,2:22:23,,Atalel ANMUT,15 DEC 1999,ETH,7,,Dubai (UAE),07 JAN 2024,1209,2024,0 days 02:22:23,8543,ETH,et,:et:,Ethiopia,F
46,2:22:42,,Emily SISSON,12 OCT 1991,USA,2,,"Orlando, FL (USA)",03 FEB 2024,1206,2024,0 days 02:22:42,8562,USA,us,:us:,United States,F
47,2:22:46,,Selly Chepyego KAPTICH,03 OCT 1985,KEN,3,,Rotterdam (NED),14 APR 2024,1205,2024,0 days 02:22:46,8566,KEN,ke,:ke:,Kenya,F
48,2:22:51,,Magdalyne MASAI,21 NOV 1993,KEN,2,,Sevilla (ESP),18 FEB 2024,1204,2024,0 days 02:22:51,8571,KEN,ke,:ke:,Kenya,F
49,2:22:52,,Visiline JEPKESHO,30 DEC 1989,KEN,3,,Seoul (KOR),17 MAR 2024,1204,2024,0 days 02:22:52,8572,KEN,ke,:ke:,Kenya,F
50,2:22:54,,Bekelech GUDETA,11 OCT 1997,ETH,1,,Xiamen (CHN),07 JAN 2024,1204,2024,0 days 02:22:54,8574,ETH,et,:et:,Ethiopia,F
51,2:22:58,,Meseret DINKE,22 SEP 1996,ETH,3,,Barcelona (ESP),10 MAR 2024,1203,2024,0 days 02:22:58,8578,ETH,et,:et:,Ethiopia,F
52,2:23:07,,Mizuki MATSUDA,31 MAY 1995,JPN,3,,Osaka (JPN),28 JAN 2024,1201,2024,0 days 02:23:07,8587,JPN,jp,:jp:,Japan,F
53,2:23:08,,Meseret ABEBAYAHAU,28 JUN 1998,ETH,7,,Tokyo (JPN),03 MAR 2024,1201,2024,0 days 02:23:08,8588,ETH,et,:et:,Ethiopia,F
54,2:23:18,,Derartu HAILU,08 MAY 2000,ETH,3,,Sevilla (ESP),18 FEB 2024,1200,2024,0 days 02:23:18,8598,ETH,et,:et:,Ethiopia,F
55,2:23:20,,Betelihem AFENIGUS,29 APR 2001,ETH,4,,Seoul (KOR),17 MAR 2024,1199,2024,0 days 02:23:20,8600,ETH,et,:et:,Ethiopia,F
56,2:23:26,,Yalemzerf YEHUALAW,03 AUG 1999,ETH,8,,London (GBR),21 APR 2024,1198,2024,0 days 02:23:26,8606,ETH,et,:et:,Ethiopia,F
57,2:23:27,,Aminet AHMED,11 FEB 2000,ETH,5,,Hamburg (GER),28 APR 2024,1198,2024,0 days 02:23:27,8607,ETH,et,:et:,Ethiopia,F
58,2:23:36,,Stella CHESANG,01 DEC 1996,UGA,4,,Osaka (JPN),28 JAN 2024,1197,2024,0 days 02:23:36,8616,UGA,ug,:ug:,Uganda,F
59,2:23:38,,Valary JEMELI,08 JUN 1991,KEN,1,,Doha (QAT),16 FEB 2024,1196,2024,0 days 02:23:38,8618,KEN,ke,:ke:,Kenya,F
60,2:23:41,,Bedatu HIRPA,28 APR 1999,ETH,1,,Praha (CZE),05 MAY 2024,1196,2024,0 days 02:23:41,8621,ETH,et,:et:,Ethiopia,F
61,2:23:43,,Yebrgual MELESE,18 APR 1990,ETH,5,,Seoul (KOR),17 MAR 2024,1195,2024,0 days 02:23:43,8623,ETH,et,:et:,Ethiopia,F
62,2:23:45,,Joan KIPYATICH,15 SEP 1998,KEN,2,,Doha (QAT),16 FEB 2024,1195,2024,0 days 02:23:45,8625,KEN,ke,:ke:,Kenya,F
63,2:23:47,,Antonina KWAMBAI,01 APR 1992,KEN,4,,Sevilla (ESP),18 FEB 2024,1195,2024,0 days 02:23:47,8627,KEN,ke,:ke:,Kenya,F
64,2:23:50,,Domenika MAYER,09 OCT 1990,GER,1,,Hannover (GER),14 APR 2024,1194,2024,0 days 02:23:50,8630,DEU,de,:de:,,F
65,2:23:52,,Volha MAZURONAK,14 APR 1989,BLR,1,,"Two Harbors to Duluth,, Duluth, MN (USA)",22 JUN 2024,1194,2024,0 days 02:23:52,8632,BLR,by,:by:,Belarus,F
66,2:24:01,,Jessica STENSON,15 AUG 1987,AUS,4,,Daegu (KOR),07 APR 2024,1192,2024,0 days 02:24:01,8641,AUS,au,:au:,Australia,F
67,2:24:02,,Dalila ABDULKADIR,27 JUN 1998,BRN,5,,Sevilla (ESP),18 FEB 2024,1192,2024,0 days 02:24:02,8642,BRN,bn,:bn:,Brunei Darussalam,F
68,2:24:08,,Nazret WELDU,01 JAN 1990,ERI,1,,Wien (AUT),21 APR 2024,1191,2024,0 days 02:24:08,8648,ERI,er,:er:,Eritrea,F
69,2:24:12,,Fatima Ezzahra GARDADI,20 MAR 1992,MAR,2,,Xiamen (CHN),07 JAN 2024,1190,2024,0 days 02:24:12,8652,MAR,ma,:ma:,Morocco,F
69,2:24:12,,Méline ROLLIN,17 JUN 1998,FRA,6,,Sevilla (ESP),18 FEB 2024,1190,2024,0 days 02:24:12,8652,FRA,fr,:fr:,France,F
71,2:24:18,,Florencia BORELLI,30 OCT 1992,ARG,7,,Sevilla (ESP),18 FEB 2024,1189,2024,0 days 02:24:18,8658,ARG,ar,:ar:,Argentina,F
72,2:24:20,,Waganesh MEKASHA,16 JAN 1992,ETH,1,,Osaka (JPN),25 FEB 2024,1189,2024,0 days 02:24:20,8660,ETH,et,:et:,Ethiopia,F
73,2:24:21,,Valentine Chepkwemoi MATEIKO,06 SEP 1996,KEN,4,,Paris (FRA),07 APR 2024,1189,2024,0 days 02:24:21,8661,KEN,ke,:ke:,Kenya,F
74,2:24:22,,Yuki NAKAMURA,22 AUG 2000,JPN,1,,Gold Coast (AUS),07 JUL 2024,1189,2024,0 days 02:24:22,8662,JPN,jp,:jp:,Japan,F
75,2:24:24,,Sifan MELAKU,05 FEB 2000,ETH,6,,Seoul (KOR),17 MAR 2024,1188,2024,0 days 02:24:24,8664,ETH,et,:et:,Ethiopia,F
76,2:24:30,,Carolina WIKSTRÖM,04 SEP 1993,SWE,8,,Sevilla (ESP),18 FEB 2024,1187,2024,0 days 02:24:30,8670,SWE,se,:se:,Sweden,F
77,2:24:36,,Ivyne JERUTO,28 FEB 1993,KEN,1,,Roma (ITA),17 MAR 2024,1186,2024,0 days 02:24:36,8676,KEN,ke,:ke:,Kenya,F
77,2:24:36,,Ruth CHEPNGETICH,08 AUG 1994,KEN,9,,London (GBR),21 APR 2024,1186,2024,0 days 02:24:36,8676,KEN,ke,:ke:,Kenya,F
79,2:24:37,,Tejinesh GEBISA,03 MAR 1995,ETH,9,,Sevilla (ESP),18 FEB 2024,1186,2024,0 days 02:24:37,8677,ETH,et,:et:,Ethiopia,F
79,2:24:37,,Beyenu DEGEFA,12 JUL 1999,ETH,2,,Osaka (JPN),25 FEB 2024,1186,2024,0 days 02:24:37,8677,ETH,et,:et:,Ethiopia,F
81,2:24:39,,Tigist GASHAW,25 DEC 1996,BRN,5,,Daegu (KOR),07 APR 2024,1186,2024,0 days 02:24:39,8679,BRN,bn,:bn:,Brunei Darussalam,F
82,2:24:40,,Esther NAVARRETE,16 MAR 1990,ESP,10,,Sevilla (ESP),18 FEB 2024,1186,2024,0 days 02:24:40,8680,ESP,es,:es:,Spain,F
83,2:24:41,,Sharon Jemutai CHEROP,16 MAR 1984,KEN,2,,Hannover (GER),14 APR 2024,1186,2024,0 days 02:24:41,8681,KEN,ke,:ke:,Kenya,F
84,2:24:43,,Sayaka SATO,27 MAY 1994,JPN,5,,Osaka (JPN),28 JAN 2024,1185,2024,0 days 02:24:43,8683,JPN,jp,:jp:,Japan,F
84,2:24:43,,Lisa WEIGHTMAN,16 JAN 1979,AUS,3,,Osaka (JPN),25 FEB 2024,1185,2024,0 days 02:24:43,8683,AUS,au,:au:,Australia,F
86,2:24:45,,Munkhzaya BAYARTSOGT,10 OCT 1993,MGL,7,,Seoul (KOR),17 MAR 2024,1185,2024,0 days 02:24:45,8685,MNG,mn,:mn:,,F
87,2:24:46,,Veronica MAINA,08 AUG 1989,KEN,1,,Wuxi (CHN),24 MAR 2024,1185,2024,0 days 02:24:46,8686,KEN,ke,:ke:,Kenya,F
87,2:24:46,,Atsede BAYISA,16 APR 1987,ETH,1,,Lima (PER),19 MAY 2024,1185,2024,0 days 02:24:46,8686,ETH,et,:et:,Ethiopia,F
89,2:24:49,,Emily Chebet KIPCHUMBA,16 FEB 1998,KEN,4,,Rotterdam (NED),14 APR 2024,1184,2024,0 days 02:24:49,8689,KEN,ke,:ke:,Kenya,F
90,2:24:50,,Tsegaye MELESECH,1994,ETH,3,,"Houston, TX (USA)",14 JAN 2024,1184,2024,0 days 02:24:50,8690,ETH,et,:et:,Ethiopia,F
90,2:24:50,,Dorcas Jepchirchir TUITOEK,31 JAN 1998,KEN,2,,Praha (CZE),05 MAY 2024,1184,2024,0 days 02:24:50,8690,KEN,ke,:ke:,Kenya,F
92,2:24:51,,Rahma TAHIRI,09 AUG 1998,MAR,11,,Sevilla (ESP),18 FEB 2024,1184,2024,0 days 02:24:51,8691,MAR,ma,:ma:,Morocco,F
92,2:24:51,,Zinah SENBETA,30 SEP 1998,ETH,4,,Barcelona (ESP),10 MAR 2024,1184,2024,0 days 02:24:51,8691,ETH,et,:et:,Ethiopia,F
94,2:24:54,,Deborah SCHÖNEBORN,13 MAR 1994,GER,4,,"Houston, TX (USA)",14 JAN 2024,1183,2024,0 days 02:24:54,8694,DEU,de,:de:,,F
95,2:24:56,,Katharina STEINRUCK,22 AUG 1989,GER,6,,Osaka (JPN),28 JAN 2024,1183,2024,0 days 02:24:56,8696,DEU,de,:de:,,F
95,2:24:56,,Chloé HERBIET,03 DEC 1998,BEL,12,,Sevilla (ESP),18 FEB 2024,1183,2024,0 days 02:24:56,8696,BEL,be,:be:,Belgium,F
95,2:24:56,,Pascalia JEPKOGEI,19 NOV 2001,KEN,5,,Rotterdam (NED),14 APR 2024,1183,2024,0 days 02:24:56,8696,KEN,ke,:ke:,Kenya,F
98,2:24:57,,Meritxell SOLER,20 JUL 1992,ESP,13,,Sevilla (ESP),18 FEB 2024,1183,2024,0 days 02:24:57,8697,ESP,es,:es:,Spain,F
